abakus;abacus;Abakus
autoorganizace;self-organization;Selbstorganisation
autopark;car park;Parkplatz
autopotah;autopotah;autopotah
autopropagace;self-promotion;Eigenwerbung
autoprovoz;car operation;Autobetrieb
autoreference;autoreference;Autoreferenz
autoreflexe;self-reflection;Selbstreflexion
autorefraktometr;autorefractometer;Autorefraktometer
autoregistr;autoregistr;Autoregistr
autoregulace;self-regulation;Selbstregulierung
autorehabilitace;self-rehabilitation;Selbstrehabilitation
autoreklama;car advertising;Werbung für Autos
autoreport;autoreport;automatischer Bericht
autorita;authority;Behörde
autorizace;authorization;Genehmigung
autorka;author;Autor
autosalon;car show;Autoshow
autoservis;car service;Autowerkstatt
autosexualita;autosexuality;Autosexualität
autostimulace;self-stimulation;Selbststimulation
autostop;hitch-hiking;Trampen
autosugesce;autosuggestion;Autosuggestion
autoterapie;autotherapy;Autotherapie
autotransfuze;autotransfusion;Autotransfusion
autotransplantace;autotransplantation;Autotransplantation
autoturistika;car tourism;Autotourismus
autoturistka;car tourist;Autotourist
autovrak;car wreck;Autowrack
auxologie;auxology;Auxologie
avalistka;avalistka;Avalistka
avantgarda;avant-garde;Avantgarde
avantgardistka;avant-garde;Avantgarde
avanturistka;adventurer;Abenteurer
avar;avar;avar
aventin;aventine;Aventin
avenue;avenue;Allee
averze;aversion;Abneigung
avesta;avesta;Avesta
aviatika;aviation;Luftfahrt
avila;avila;avila
avionika;avionics;Avionik
axikologie;axicology;Axikologie
axiologie;axiology;Axiologie
axiomatika;axiomatics;Axiomatik
axiomatizace;axiomatization;Axiomatisierung
axiom;axiom;Axiom
axon;axon;Axon
axonometrie;axonometry;Axonometrie
azalka;azalea;Azalee
azbest;asbestos;Asbest
azbuka;alphabet;Alphabet
azimut;azimuth;Azimut
azoformamid;azoformamide;Azoformamid
azometr;azometer;Azometer
azorubin;azorubin;Azorubin
azory;azores;Azoren
azur;azure;azurblau
azurit;azurite;Azurit
azylantka;asylum seeker;Asylbewerber
azyl;asylum;Asyl
baba;baba;baba
babice;grandmother;Oma
babizna;crone;Alte
babka;old woman;alte Frau
babyka;babyka;babyka
babylon;babylon;Babylon
babylon;babylon;Babylon
babylonie;Babylonia;Babylonien
bacil;bacillus;Bazillus
backtracking;backtracking;zurückverfolgen
baculka;baculka;bakulka
badatelka;researcher;Forscher
baddeleyit;baddeleyit;schlechtdeleyit
badminton;badminton;Badminton
badmintonistka;badminton player;Federballspieler
bagatelizace;trivialization;Trivialisierung
bageta;baguette;Stangenbrot
bagr;excavator;Bagger
bagristka;dredger;Bagger
bahaistka;bahaistka;Bahaistka
bahamka;Bahamas;Bahamas
bahamy;Bahamas;Bahamas
bahenka;bahenka;Bahenka
bahnice;ewes;Mutterschafe
bahrajn;Bahrain;Bahrein
bahrajnka;Bahraini;Bahrain
baht;baht;Baht
bachor;paunch;Bauch
bajkal;bajkal;bajkal
bajka;fable;Fabel
bajonet;bayonet;Bajonett
bajt;byte;Byte
bakelit;bakelite;Bakelit
bakchantka;bakchantka;Bakchantka
bakterie;bacteria;Bakterien
bakteriologie;bacteriology;Bakteriologie
bakterologie;bacterology;Bakterologie
bakule;bakule;Bakule
balada;ballad;Ballade
baladika;ballad;Ballade
balalajka;balalaika;Balalaika
balast;ballast;Ballast
balatka;balatka;balatka
balaton;balaton;Balaton
balduin;balduin;Balduin
balet;ballet;Ballett
baletka;ballerina;Ballerina
bal;bal;bal
balistika;ballistics;Ballistik
balkon;balcony;Balkon
balneobiologie;balneobiology;Balneobiologie
balneologie;balneology;Balneologie
balneoterapie;balneotherapy;Balneotherapie
balog;balog;Balog
balon;balloon;Ballon
balsa;balsa;Balsaholz
balt;balt;balt
baltimore;baltimore;Baltimore
balvan;boulder;Felsblock
balza;balsa;Balsaholz
bambitka;bambitka;Bambika
bambule;bobble;Bommel
bambulka;tassel;Quaste
bambus;bamboo;Bambus
banalita;banality;Banalität
bandaska;band;Band
banda;gang;Gang
banditka;bandit;Bandit
bandoneonistka;bandoneonist;Bandoneonist
banjistka;banistaka;Banistaka
banka;flask;Flasche
banket;banquet;Bankett
banketka;banquet;Bankett
bank;bank;Bank
bankocetle;bankocetle;bankocetle
bankomat;ATM;Geldautomat
bankovka;banknote;Banknote
bankrot;bankruptcy;Konkurs
bantam;bantam;Bantam-
baobab;baobab;Baobab
baptistka;baptist;Baptist
barabizna;hovel;Hütte
barbadosanka;barbadosanka;barbadosanka
barbados;barbados;Barbados
barbarka;barbarian;Barbar
barbarossa;barbarossa;barbarossa
barbora;barbora;barbora
barborka;barborka;barborka
barborka;barborka;barborka
barbuda;barbuda;barbuda
barcelona;barcelona;Barcelona
barel;barrel;Fass
baret;beret;Baskenmütze
bar;bar;Bar
barchet;barchet;barchet
bariera;barrier;Barriere
barka;barge;Lastkahn
barmanka;barmaid;Bardame
barma;burma;Birma
barograf;barograph;Barograph
barogram;barogram;Barogramm
barok;baroque;Barock
barometr;barometer;Barometer
baronesa;baroness;Baronin
baroneta;Baroness;Baronin
baronka;baroness;Baronin
barrandien;barrandien;barrandien
barter;barter;Tausch
barunka;barunka;barunka
barva;color;Farbe
barvotisk;color printing;Farbdruck
baryon;baryon;baryon
baryt;barite;Baryt
baryton;baritone;Bariton
barytonsaxofonistka;baritone saxophonist;Baritonsaxophonist
baryumamid;barium amide;Bariumamid
basa;bass;Bass
baseball;baseball;Baseball
baseballistka;baseball player;Baseballspieler
bas;bass;Bass
basidie;basidie;Basidie
basilej;basil;Basilikum
basilika;basilica;Basilika
basistka;bass player;Bassist
basketbal;basketball;Basketball
basketbalistka;basketball player;Basketball-Spieler
baskytara;bass guitar;Bassgitarre
baskytaristka;bass player;Bassist
bastila;bastila;Bastille
bastion;bastion;Bastion
batalion;battalion;Bataillon
baterie;battery;Batterie
baterka;torch;Fackel
batika;batik;Batik
batist;batiste;Batist
batoh;bag;Tasche
batrachologie;batrachology;Batrachologie
batyskaf;bathyscaphe;Bathyscaph
baud;baud;Baud
bauxit;bauxite;Bauxit
bavlna;cotton;Baumwolle
bavlnka;cotton;Baumwolle
bavor;bavor;schmecken
bazalka;basil;Basilikum
bazalt;basalt;Basalt
bazar;bazaar;Basar
bazicita;basicity;Basizität
bazilika;basilica;Basilika
bazuka;bazooka;Bazooka
beachvolejbalistka;beach volleyball player;Beachvolleyballspieler
beata;beata;Beate
beat;beat;schlagen
beatifikace;beatification;Seligsprechung
beatnice;beatnice;beatnice
beatrice;beatrice;beatrice
bedekr;bedekr;Bedekr
bedland;bedland;Bettland
bedla;bedla;bedla
bedlend;bedlend;Bettleihe
bedna;crate;Kiste
begonie;begonia;Begonie
begonka;begonka;begonka
behavioralistka;behavioralist;Verhaltensforscher
behavioristka;behavioristka;Behavioristka
becherovka;becherovka;becherovka
bekasina;bekasina;bekasina
bekhend;backhand;Rückhand
bekot;baa;baa
bekovka;bekovka;bekovka
bela;white;Weiß
beletrie;fiction;Fiktion
beletristika;fiction;Fiktion
beletristka;fiction;Fiktion
belfast;belfast;belfast
belgie;Belgium;Belgien
belizanka;belizanka;belizanka
belveder;belvedere;Belvedere
benediktinka;Benedictine;Benedektiner
benefice;benefit;Nutzen
benefit;benefit;Nutzen
benelux;benelux;Benelux
benevolence;benevolence;Wohlwollen
benchmark;benchmark;Benchmark
benchmarking;benchmarking;Benchmarking
benin;benin;Benin
beninka;beninka;Beninka
bentonit;bentonite;Bentonit
benzachlorid;benzachloride;Benzachlorid
benzalbromid;benzal bromide;Benzalbromid
benzaldehyd;benzaldehyde;Benzaldehyd
benzalkonia;benzalkonium;Benzalkonium
benzen;benzene;Benzol
benzidin;benzidine;Benzidin
benzin;benzine;Benzin
benzoan;benzoate;Benzoat
benzofenon;benzophenone;Benzophenon
benzoylacetyl;benzoylacetyl;Benzoylacetyl
benzoyl;benzoyl;Benzoyl
benzoylchlorid;benzoyl chloride;Benzoylchlorid
benzylalkohol;benzyl alcohol;Benzylalkohol
benzylbromid;benzyl bromide;Benzylbromid
benzylchlorid;benzyl chloride;Benzylchlorid
benzylidenchlorid;benzylidene chloride;Benzylidenchlorid
benzylkyanid;benzyl cyanide;Benzylcyanid
benzylpyridinia;benzylpyridinium;Benzylpyridinium
beranice;beranice;beranice
beranka;ram;RAM
berberin;berberine;Berberin
berberka;berberka;Berberka
bergamot;bergamot;Bergamotte
bergamotka;bergamotka;Bergamotte
berla;crutch;Krücke
berle;crutch;Krücke
bermudy;Bermuda;Bermudas
bermudy;Bermuda;Bermudas
bern;bern;Bern
berounka;berounka;berounka
berta;bertha;Bertha
bertramka;bertramka;Bertramka
berunka;berunka;berunka
beryl;beryl;Beryll
beseda;word;Wort
beskydy;beskydy;Beskiden
bessemerovna;bessemerovna;bessemerowna
bestialita;bestiality;Bestialität
bestie;beast;Tier
bestseler;bestsellers;Bestseller
bestseller;bestseller;Bestseller, Verkaufsschlager, Spitzenreiter
betaglukosid;beta-glucoside;Beta-Glucosid
betanin;betanin;Betanin
betatron;betatron;Betatron
betaverze;beta version;Betaversion
beta;beta;Beta
betel;betel;Betel
beton;concrete;Beton
betonka;concrete;Beton
betynka;betynka;betynka
bezdrev;bezrev;bezrev
bez;without;ohne
bezinka;elderberry;Holunder
beznoska;beznoska;beznoska
biatlon;biathlon;Biathlon
biatlonistka;biathlete;Biathlet
bibelot;bibelot;bibelot
bible;Bible;Bibel
bibliofilie;bibliophily;Bibliophilie
bibliografie;bibliography;Literaturverzeichnis
bibliopsychologie;bibliopsychology;Bibliopsychologie
biblistika;biblical;biblisch
biblistka;biblist;Biblist
bicarbona;bicarbona;Bikarbonat
biceps;biceps;Bizeps
bicykl;bike;Fahrrad
bicyklistka;cyclist;Radfahrer
bidet;bidet;Bidet
bifenyl;biphenyl;Biphenyl
bifidobakterie;bifidobacteria;Bifidobakterien
biftek;steak;Steak
bigamie;bigamy;Bigamie
bigamistka;bigamistka;bigamistka
bigbeat;bigbeat;Großer Schlag
bigram;bigram;Bigramm
bijekce;bijekce;bijekce
bikategorie;bike category;Fahrrad Kategorie
bikinky;bikini;Bikini
bikiny;bikini;Bikini
bilance;balance;Balance
bilateralita;bilaterality;Bilateralität
bilboard;billboard;Werbetafel
biliarda;billiards;Billard
bilion;trillion;Billion
biliontina;trillionths;Billionstel
billboard;billboard;Werbetafel
bilokace;bilocation;Bilokation
bimbala;bimbala;Bimbala
bimetal;bimetal;Bimetall
bimodul;bimodule;zweimodul
binar;binary;binär
binokl;binoculars;Fernglas
binom;binom;binom
biocid;biocide;Biozid
biodegradace;biodegradation;biologischer Abbau
biodiversita;biodiversity;Biodiversität
biodiverzita;biodiversity;Biodiversität
bioekvivalence;bioequivalence;Bioäquivalenz
bioelektronika;bioelectronics;Bioelektronik
bioenergetika;bioenergy;Bioenergie
bioenzym;bioenzyme;Bioenzym
bioetanol;bioethanol;Bioethanol
bioethanol;bioethanol;Bioethanol
bioetika;bioethics;Bioethik
biofaktor;biofactor;Biofaktor
biofarmacie;biopharmacy;Biopharmazie
biofeedback;biofeedback;Biofeedback
biofiltr;biofilter;Biofilter
biofyzika;biophysics;Biophysik
biofyziologie;biophysiology;Biophysiologie
biogenetika;biogenetics;Biogenetik
biogeneze;biogenesis;Biogenese
biogeografie;biogeography;Biogeographie
biogerontologie;biogerontology;Biogerontologie
biograf;cinema;Kino
biografie;biography;Biografie
biochemie;biochemistry;Biochemie
biointegrita;biointegrity;Biointegrität
bioklimatologie;bioclimatology;Bioklimatologie
biokompatibilita;biocompatibility;Biokompatibilität
biokoridor;biocorridor;Biokorridor
biokosmetika;biocosmetics;Biokosmetik
biokybernetika;biocybernetics;Biokybernetik
biologie;biology;Biologie
biomagnifikace;biomagnification;Biovergrößerung
biomasa;biomass;Biomasse
biomechanika;biomechanics;Biomechanik
biomeliorace;biomelioration;Biomelioration
biometanizace;biomethanization;Biomethanisierung
biometeorologie;biometeorology;Biometeorologie
biometrika;biometrics;Biometrie
biom;biom;biom
biomytologie;biomytology;Biomytologie
bionafta;biodiesel;Biodiesel
bionika;bionics;Bionik
bioplazma;bioplasm;Bioplasma
bioplocha;bioarea;Biobereich
bioplyn;biogas;Biogas
biopolymer;biopolymer;Biopolymer
biopotravina;organic food;Bio-Lebensmittel
bioprodukt;organic product;Bio-Produkt
biopsie;biopsy;Biopsie
biopsychologie;biopsychology;Biopsychologie
bioreaktor;bioreactor;Bioreaktor
biorezonance;bioresonance;Bioresonanz
biorytmologie;biorhythmology;Biorhythmologie
biosenzor;biosensor;Biosensor
biotechnika;biotechnology;Biotechnologie
biotechnologie;biotechnology;Biotechnologie
biotest;bioassay;Bioassay
biot;biot;biot
biotin;biotin;Biotin
biotit;biotite;Biotit
biotolerance;biotolerance;Biotoleranz
biotop;biotope;Biotop
biotronika;biotronics;Biotronik
biret;biret;biret
birmingham;Birmingham;Birmingham
bisexualita;bisexuality;Bisexualität
biskvit;biscuit;Keks
bismut;bismuth;Wismut
bisulfit;bisulfite;Bisulfit
bit;bit;Bit
bitka;fight;kämpfen
bitmapa;bitmap;Bitmap
bitonalita;bitonalita;bitonalität
bitumen;bitumen;Bitumen
bitva;battle;Schlacht
bivak;bivouac;Biwak
bivektor;bivector;Bivektor
bixin;bixin;bixin
bizam;bizam;bizam
blaf;bluff;Bluff
blahobyt;prosperity;Wohlstand
blanka;white;Weiß
blanka;white;Weiß
blanket;blanket;Decke
blankoindosament;blank;leer
blankvers;blank verse;Blankvers
blankyt;azure;azurblau
blasfemie;blasphemy;Blasphemie
blastocysta;blastocyst;Blastozyste
blastomera;blastomera;Blastomeren
blastula;blastula;Blastula
blatna;mud;Dreck
blatnice;mudguards;Kotflügel
blatouch;buttercup;Butterblume
blbina;bullshit;Quatsch
bledule;bledule;Blutung
blecha;flea;Floh
blejzr;blazer;Blazer
blending;blending;Mischen
blesk;lightning;Blitz
bleskojistka;lightning arrester;Blitzableiter
bleskosvod;lightning rod;Blitzableiter
bleskovice;bleskovice;bleskovice
bleskovka;flash;Blitz
blikot;flashing;blinkt
blinkr;blinkr;blinkr
blizard;blizzard;Schneesturm
blizna;near;nahe
blokace;blocking;Blockierung
blok;block;Block
blouznivka;blouznivka;blouznivka
blud;delusion;Täuschung
bludice;labyrinths;Labyrinthe
bluegrass;bluegrass;Blaugras
bluf;bluff;Bluff
bluma;flower;Blume
boa;boa;Boa
bob;bean;Bohne
bobina;bobbin;Spule
bobistka;bobistka;Bobistka
bobrovina;beaver;Biber
bobrovka;beaver;Biber
bobule;berry;Beere
bobulka;berry;Beere
bobulovina;berries;Beeren
bodalka;bodalka;bodalka
bodam;bodam;Bodam
bod;point;Punkt
bodlina;spine;Wirbelsäule
bodlinka;thistle;Distel
bodovka;point;Punkt
bodrog;bodrog;Bodrog
bogota;bogota;Bogotá
bohdana;bohdana;Bodana
bohemistika;Czech studies;Tschechische Studien
bohemistka;bohemist;Bohemien
bohumila;bohumila;bohumila
bohunka;bohunka;bohunka
bohuslava;bohuslava;bohuslawa
boing;boing;boing
bojkot;boycott;Boykott
bojler;boiler;Kessel
bojovnice;fighter;Kämpfer
boka;book;Buchen
bok;side;Seite
bokorys;side view;Seitenansicht
bokorysna;side view;Seitenansicht
bokovka;hipster;Hipster
bolehlav;hemlock;Schierling
bol;was;war
bolid;bolide;Bolide
bolivijka;bolivian;bolivianisch
bologna;bologna;Bologna
bombaj;Bombay;Bombay
bomba;bomb;Bombe
bomber;bomber;Bomber
bonapartistka;bonapartistka;Bonapartistka
bona;good;gut
bonbon;candy;Süssigkeit
bond;bond;Bindung
bon;good;gut
bonifikace;bonus;Bonus
bonitace;rating;Bewertung
bonita;beautiful;wunderschönen
bonmot;quip;witzeln
bonn;bonn;Bonn
bonsajistka;bonsai;Bonsai
bonsaj;bonsai;Bonsai
bonton;good manners;gute Manieren
bonus;bonus;Bonus
boom;boom;Boom
boran;boran;Boran
borax;borax;Borax
bordel;brothel;Bordell
bordelka;brothel;Bordell
borelie;Borrelia;Borrelien
borelioza;borreliosis;Borreliose
bor;bor;langweilig
borid;boride;Borid
boritan;borate;Borat
borka;bark;Borke
boromejka;boromejka;boromejka
borovice;pine;Kiefer
borovinka;blueberry;Blaubeere
bort;board;Planke
bosna;Bosnia;Bosnien
boson;boson;Boson
bosorka;bosorka;bosorka
boston;Boston;Boston
botanika;botany;Botanik
botaska;boots;Stiefel
bota;shoe;Schuh
botel;boat;Boot
botinka;botinka;botinka
botka;boot;Stiefel
botswana;botswana;Botswana
botulotoxin;botulinum toxin;Botulinumtoxin
boubelka;chubby;pummelig
bouda;Hut;Hütte
boule;bulge;Ausbuchtung
bowling;bowling;Bowling
box;box;Kasten
bradavice;wart;Warze
bradavka;nipple;Nippel
brada;chin;kinn
bradka;beard;Bart
brah;brah;Brah
brainstorming;brainstorming;Brainstorming
brajgl;rumpus;Krach
brak;trash;Müll
brambora;potato;Kartoffel
brambor;potato;Kartoffel
branka;Goal;Tor
bratislavanka;bratislavanka;Bratislava
bratislava;bratislava;Bratislava
braun;brown;braun
braunit;brown;braun
bravura;bravado;Prahlerei
brazilka;brazilian;brasilianisch
breakpoint;breakpoint;Haltepunkt
brebentilka;chatterbox;Schwätzer
breberka;breberka;breberka
brebta;brebta;brebta
brejk;break;brechen
brekcie;breccias;Brekzien
brek;break;brechen
brekot;break;brechen
brepta;brepta;brepta
brescie;brescia;Brescia
brest;brest;Brust
bretonka;bretonka;Bretonka
bridge;bridge;Brücke
briefing;briefing;Einweisung
briga;brig;Brigg
brigita;brigita;Brigita
briketa;briquette;Brikett
briketka;briquettes;Briketts
brilance;brilliance;Brillanz
brilantina;brilliantine;Brillantine
briliant;brilliant;brillant
bristol;Bristol;Bristol
brk;quill;Feder
brloh;den;Höhle
broadway;broadway;Broadway
brod;ford;Ford
brok;brok;pleite
brokolice;broccoli;Brokkoli
brokovnice;shotgun;Schrotflinte
bromelain;bromelain;Bromelain
bromelin;bromelain;Bromelain
brom;bromine;Brom
bromhexin;bromhexine;Bromhexin
bromid;bromide;Bromid
bromistan;bromide;Bromid
bromitan;bromite;Bromit
bronchiolitida;bronchiolitis;Bronchiolitis
bronchitida;bronchitis;Bronchitis
bronchitis;bronchitis;Bronchitis
bronchopneumonie;bronchopneumonia;Bronchopneumonie
bronislava;bronislava;Bronislava
bronz;bronze;Bronze-
bronzit;bronze;Bronze-
broskev;peach;Pfirsich
broskvovice;peach brandy;Pfirsichschnaps
brosma;brosma;Brosma
brovnink;brovnink;brownink
browning;browning;Bräunung
browser;browser;Browser
brslen;brslen;brslen
brucela;brucela;Brucela
brukev;brussels sprouts;der Rosenkohl
brunejka;brunejka;Brunejka
brunej;brunei;Brunei
bruneta;brunette;Brünette
brunetka;brunette;Brünette
brusel;Brussels;Brüssel
brus;grindstone;Schleifstein
brusinka;cranberry;Cranberry
bruska;grinder;Schleifer
brusle;skate;Schlittschuh
brusnice;cranberries;Preiselbeeren
brutalita;brutality;Brutalität
brva;lash;Peitsche
brynda;mess;Durcheinander
brynza;brynza;Brynza
brzda;brake;Bremse
bublanina;souffle;Souffle
bublava;bublava;bublava
bublifuk;bubble blower;Seifenblasenset
bublinatka;bubble;Blase
bublina;bubble;Blase
bublinka;bubble;Blase
buddhistka;Buddhist;Buddhist
budhistka;Buddhist;Buddhist
buditelka;awakening;Erwachen
budka;booth;Verkaufsstand
budovatelka;builder;Baumeister
budova;building;Gebäude
budvar;budvar;budvar
bufet;buffet;Büfett
buffer;buffer;Puffer
buffering;buffering;Pufferung
buffet;buffet;Büfett
bugatka;bugatka;Bugatka
bugina;bugina;Fehler
bugr;bugr;Fehler
buchanka;buchanka;Buchanka
buchar;book;Buchen
buchenwald;buchenwald;Buchenwald
buchot;buchot;buchot
buchta;cake;Kuchen
bujon;broth;Brühe
buket;bouquet;Strauß
buk;beech;Buche
bukinistka;bukinist;Bukinist
bukovina;beech;Buche
bukovinka;bukovinka;bukowinka
bukovka;bukovka;Bukowka
bukovka;bukovka;Bukowka
bukvice;beech;Buche
bula;bull;Stier
buldozer;dozer;Bulldozer
buldozeristka;bulldozerist;Planierraupe
buletin;bulletin;Bekanntmachung
bulharka;Bulgarian;bulgarisch
bulharka;Bulgarian;bulgarisch
bulimie;bulimia;Bulimie
bulka;bulka;Masse
bulletin;bulletin;Bekanntmachung
bulovka;bulovka;bulovka
bulva;bulva;Bulva
bumerang;boomerang;Boomerang
bunda;jacket;Jacke
bundestag;Bundestag;Bundestag
bundeswehr;Bundeswehr;Bundeswehr
bungalov;bungalow;Bungalow
bunkr;bunker;Bunker
burel;burel;Burel
burgas;burgas;Burgas
